,location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
72,2622871,군위읍,co,0.24,ppm,2024-03-24T05:00:00+00:00,2024-03-24T14:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
73,2622871,군위읍,co,0.24,ppm,2024-03-24T06:00:00+00:00,2024-03-24T15:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
74,2622871,군위읍,co,0.24,ppm,2024-03-24T07:00:00+00:00,2024-03-24T16:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
75,2622871,군위읍,co,0.24,ppm,2024-03-24T08:00:00+00:00,2024-03-24T17:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
76,2622871,군위읍,co,0.23,ppm,2024-03-24T09:00:00+00:00,2024-03-24T18:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
77,2622871,군위읍,co,0.23,ppm,2024-03-24T10:00:00+00:00,2024-03-24T19:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
78,2622871,군위읍,co,0.23,ppm,2024-03-24T11:00:00+00:00,2024-03-24T20:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
79,2622871,군위읍,co,0.23,ppm,2024-03-24T12:00:00+00:00,2024-03-24T21:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
80,2622871,군위읍,co,0.45,ppm,2024-03-24T13:00:00+00:00,2024-03-24T22:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
81,2622871,군위읍,co,0.23,ppm,2024-03-24T14:00:00+00:00,2024-03-24T23:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
82,2622871,군위읍,co,0.23,ppm,2024-03-24T15:00:00+00:00,2024-03-25T00:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
83,2622871,군위읍,co,0.23,ppm,2024-03-24T16:00:00+00:00,2024-03-25T01:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
84,2622871,군위읍,co,0.23,ppm,2024-03-24T17:00:00+00:00,2024-03-25T02:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
85,2622871,군위읍,co,0.23,ppm,2024-03-24T18:00:00+00:00,2024-03-25T03:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
